URL,TIPO DE ENTIDAD,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES,URL DE ACCESO
https://datos.gob.es/catalogo/a16003011-registro-de-contratos-de-ayuntamiento-de-aizarnazabal-del-2026,dataset,https://opendata.euskadi.eus/catalogo/-/registro-contratos-ayuntamiento-aizarnazabal-del-2026/,[eu]2026ko Aizarnazabalgo Udala kontratuen erregistroa[es]Registro de contratos de Ayuntamiento de Aizarnazabal del 2026,"[eu]Sektore Publikoko Kontratuen Erregistroa kontratazio publikoari buruzko informazio-sistema ofizial eta nagusia da eta, ondorioz, kontratazio publikoa ezagutu, aztertu eta ikertzeko, kontratu publikoen alorreko estatistikak egiteko, kontratazio publikoari buruzko nazioko eta nazioarteko betebeharrak betetzeko eta, gardentasun-printzipioari jarraituz, beste administrazio-organo batzuei kontratuei buruzko datuak jakinarazteko euskarria da.[es]El Registro de Contratos del Sector Público constituye el sistema oficial central de información sobre la contratación pública y, como tal, el soporte para el conocimiento, análisis e investigación de la contratación pública, para la estadística en materia de contratos públicos, para el cumplimiento de las obligaciones nacionales e internacionales en materia de información sobre la contratación pública, para las comunicaciones de los datos sobre contratos a otros órganos de la Administración, de conformidad con el principio de transparencia.",Hacienda//Sector público,[es]contrataciones//contratación administrativa//contratos//contratos públicos//licitaciones//registro//revascon[eu]erregistroa//kontratazio administratiboak//kontratazioak//kontratu publikoak//kontratuak//lizitazioak//revascon,2026-06-07T00:00:00+0200,2026-07-05T00:00:00+0200,[TYPE]http://www.w3.org/2006/time#months[VALUE]1,http://publications.europa.eu/resource/authority/language/EUS//http://publications.europa.eu/resource/authority/language/SPA,Comunidad Autónoma del País Vasco,https://creativecommons.org/licenses/by/4.0/,País Vasco,2026-01-01T00:00:00+0100-2026-07-05T00:00:00+0200,,https://www.contratacion.euskadi.eus/w32-kpeperfi/es/contenidos/poder_adjudicador/poder17350/es_doc/index.html//http://www.contratacion.euskadi.eus//https://opendata.euskadi.eus/catalogo/-/registro-contratos-ayuntamiento-aizarnazabal-del-2026///https://www.contratacion.euskadi.eus/w32-kpereva/es/ac70cPublicidadWar/busquedaContrato?locale=es,,[TITLE_eu]Kontratazioen APIa[TITLE_es]API de contrataciones[ACCESS_URL]https://opendata.euskadi.eus/webopd00-apicontract/es/?api=procurements[MEDIA_TYPE]API//[TITLE_eu]Kontratuak[TITLE_es]Contratos[ACCESS_URL]https://opendata.euskadi.eus/contenidos/ds_contrataciones/contratos_poder17350_2026/es_contracc/adjuntos/doc_contratos_poder17350_2026.xlsx[MEDIA_TYPE]XLSX[BYTE_SIZE]5478,
